stid,station_name,lat,lon,elev,begints,iem_network
PGA,PAGE MUNI (AMOS),36.92608,-111.44836000000001,1304.0,1973-02-01 14:00:00-06,AZ_ASOS
PAN,Payson,34.256840000000004,-111.33926000000001,1571.9,2010-02-01 01:15:00-06,AZ_ASOS
PHX,PHOENIX/SKY HARBOR,33.43428,-112.01158000000001,337.0,1948-01-01 07:00:00-06,AZ_ASOS
ALK,Pioneer Airfield,31.6072,-110.4281,1453.0,2008-09-01 02:56:00-05,AZ_ASOS
PRC,PRESCOTT/LOVE FLD,34.65,-112.42,1537.0,1948-01-01 07:00:00-06,AZ_ASOS
SAD,SAFFORD MUNICIPAL,32.85472,-109.63528000000001,968.0,1973-01-01 09:00:00-06,AZ_ASOS
SDL,SCOTTSDALE MUNI,33.622890000000005,-111.91053000000001,460.0,1987-07-01 08:00:00-05,AZ_ASOS
SEZ,Sedona,34.84858,-111.78844,1472.0,1993-01-01 06:00:00-06,AZ_ASOS
SOW,SHOW LOW MUNICIPAL,34.26547,-110.00567,1954.0,1985-02-01 09:00:00-06,AZ_ASOS
JTC,Springerville,34.1294,-109.3109,2148.36,2016-01-28 13:55:00-06,AZ_ASOS
SJN,ST. JOHNS AIR PARK,34.52,-109.38,1747.0,1991-07-01 08:00:00-05,AZ_ASOS
TUS,TUCSON INTL AIRPORT,32.12027,-110.93798000000001,779.0,1948-10-01 07:00:00-06,AZ_ASOS
AVQ,Tucson - Marana ,32.4096,-111.2184,615.817,2015-04-07 10:55:00-05,AZ_ASOS
RYN,TUCSON/RYAN FLD ,32.14222,-111.17458,737.0,2008-04-01 07:50:00-05,AZ_ASOS
NOZ,Wellton,32.5095,-114.46728999999999,94.9748,2017-05-13 08:59:00-05,AZ_ASOS
CMR,Williams,35.30542,-112.19469,2036.0,2009-06-01 02:15:00-05,AZ_ASOS
IWA,WILLIAMS AFB/CHANDL,33.307829999999996,-111.65547,422.0,1948-01-01 01:00:00-06,AZ_ASOS
RQE,WINDOW ROCK (WAS P34),35.6575,-109.06138999999999,2054.0,1999-01-01 01:53:00-06,AZ_ASOS
INW,WINSLOW (AUT),35.02192,-110.72253,1488.0,1948-01-01 01:00:00-06,AZ_ASOS
YUM,YUMA INTL AIRPORT,32.65658,-114.60598,63.0,1948-10-01 01:00:00-06,AZ_ASOS
NYL,YUMA MCAS,32.65658,-114.60597,65.0,1977-01-27 15:00:00-06,AZ_ASOS
ADF,Arkadelphia,34.09981,-93.06608,57.5938,2012-11-25 07:20:00-06,AR_ASOS
BVX,BATESVILLE (AWOS),35.72611,-91.64721999999999,141.0,1992-05-01 05:00:00-05,AR_ASOS
VBT,BENTONVILLE (AWOS),36.34572,-94.21935,395.0,1992-05-01 07:00:00-05,AR_ASOS
HKA,BLYTHEVILLE,35.94,-89.83,78.0,1998-11-01 00:53:00-06,AR_ASOS
CDH,Camden,33.6228,-92.7634,39.6,1984-04-01 07:50:00-06,AR_ASOS
CCA,Clinton,35.597770000000004,-92.45161999999999,156.7,2007-06-01 00:00:00-05,AR_ASOS
CXW,Conway,35.0199,-92.5551,81.7547,2017-03-06 23:35:00-06,AR_ASOS
4M9,Corning,36.40423,-90.64793,89.3,2009-07-01 00:15:00-05,AR_ASOS
BYH,EAKER AFB,35.96433,-89.94394,78.0,1955-11-01 00:00:00-06,AR_ASOS
ELD,EL DORADO/GOODWIN,33.22097,-92.81328,77.0,1973-01-01 00:00:00-06,AR_ASOS
FYV,FAYETTEVILLE/DRAKE,36.00509,-94.17005999999999,381.0,1949-08-01 00:00:00-05,AR_ASOS
FLP,FLIPPIN (AWOS),36.290890000000005,-92.59025,350.0,1951-07-01 01:00:00-05,AR_ASOS
FSM,FORT SMITH MUNI,35.33658,-94.36744,141.0,1948-01-01 00:00:00-06,AR_ASOS
HRO,HARRISON/BOONE CO.,36.261520000000004,-93.15473,416.0,1948-01-01 00:00:00-06,AR_ASOS
HOT,HOT SPRINGS,34.47803,-93.09622,165.0,1972-12-31 18:00:00-06,AR_ASOS
DEQ,J LYNN HELMS/DE QUEEN,34.047,-94.39936,108.0,2001-08-01 02:53:00-05,AR_ASOS
JBR,JONESBORO MUNICIPAL,35.83171,-90.64641999999999,80.0,1973-01-01 00:00:00-06,AR_ASOS
LIT,LITTLE ROCK/ADAMS,34.7273,-92.23573,79.0,1948-07-01 07:00:00-05,AR_ASOS
LRF,LITTLE ROCK AFB,34.91677,-92.14654,95.0,1956-01-01 07:00:00-06,AR_ASOS
MEZ,MENA INTERMOUNTAIN MUNI,34.545390000000005,-94.20264,329.0,2004-12-01 00:07:00-06,AR_ASOS
LLQ,MONTICELLO,33.64,-91.75,82.0,1998-11-01 00:53:00-06,AR_ASOS
BPK,MOUNTAIN HOME/BAXTER COUNTY,36.37,-92.47,283.0,1998-11-01 00:53:00-06,AR_ASOS
MWT,MOUNT IDA,34.54667,-93.57806,241.0,1999-03-01 12:53:00-06,AR_ASOS
M19,Newport,35.63772,-91.17638000000001,72.8,2006-01-01 01:56:00-06,AR_ASOS
XNA,NORTHWEST ARKANSAS REGIONAL APT,36.282,-94.307,392.0,1998-11-01 05:52:00-06,AR_ASOS
PBF,PINE BLUFF/GRIDER,34.175,-91.93472,63.0,1948-10-01 00:00:00-06,AR_ASOS
ROG,ROGERS (AWOS),36.37242,-94.10696999999999,415.0,1992-06-01 04:00:00-05,AR_ASOS
RUE,RUSSELLVILLE MUNICIPAL AIRPORT,35.25778,-93.09472,123.0,1999-02-01 00:39:00-06,AR_ASOS
SRC,SEARCY MUNI AIRPORT (M07),35.21,-91.74,80.0,1999-06-01 00:53:00-05,AR_ASOS
SLG,SILOAM SPRING(AWOS),36.19186,-94.49,300.0,1992-05-01 07:00:00-05,AR_ASOS
ASG,SPRINGDALE MUNI,36.17641,-94.11926,412.0,1985-08-01 09:00:00-05,AR_ASOS
SGT,STUTTGART (AWOS),34.59948,-91.575,68.0,1991-12-01 00:00:00-06,AR_ASOS
TXK,TEXARKANA RGNL/WEBB,33.453720000000004,-93.99103000000001,119.0,1947-01-01 00:00:00-06,AR_ASOS
ARG,WALNUT RIDGE (AWOS),36.12467,-90.92511,83.0,1949-04-01 01:00:00-06,AR_ASOS
AWM,WEST MEMPHIS MUNI,35.135059999999996,-90.23445,65.0,1977-05-01 07:06:00-05,AR_ASOS
AAT,ALTURAS (WAS O00),41.49139,-120.56443999999999,1333.0,1983-12-01 06:00:00-06,CA_ASOS
ACV,ARCATA/EUREKA ARPT,40.97811,-124.10861000000001,66.0,1949-12-01 08:00:00-06,CA_ASOS
AUN,AURBURN MUNICIPAL AIRPORT,38.954809999999995,-121.08171999999999,467.0,2002-09-01 02:10:00-05,CA_ASOS
AVX,AVALON/CATALINA,33.405,-118.41583,488.0,1948-01-01 06:00:00-06,CA_ASOS
BFL,BAKERSFIELD/MEADOWS,35.4344,-119.0542,150.0,1948-01-01 08:00:00-06,CA_ASOS
DAG,BARSTOW-DAGGETT,34.853609999999996,-116.78583,587.0,1948-11-01 08:00:00-06,CA_ASOS
BAB,BEALE AFB/MARYSVILE,39.13609,-121.43656999999999,34.0,1959-07-01 04:00:00-05,CA_ASOS
BYS,BICYCLE LAKE    ,35.28053,-116.63003,716.0,2010-12-07 14:55:00-06,CA_ASOS
L35,Big Bear City,34.26378,-116.85603,2058.0,1982-01-01 13:00:00-06,CA_ASOS
BIH,BISHOP AIRPORT,37.37311,-118.36361000000001,1263.0,1948-02-01 02:00:00-06,CA_ASOS
BLU,BLUE CANYON (AMOS),39.27497,-120.70975,1611.0,1948-01-01 02:00:00-06,CA_ASOS
BLH,BLYTHE AIRPORT,33.619170000000004,-114.71688999999999,121.0,1948-11-01 02:00:00-06,CA_ASOS
BUR,BURBANK/GLENDALE,34.20067,-118.35866999999999,236.0,1948-01-01 02:00:00-06,CA_ASOS
CMA,CAMARILLO (AWOS),34.21375,-119.09436000000001,23.0,1953-01-01 09:00:00-06,CA_ASOS
CZZ,CAMPO (AWRS),32.62611,-116.46833000000001,802.0,1973-01-01 09:00:00-06,CA_ASOS
NXF,Camp Pendleton,33.28564,-117.45648,27.0,2010-02-23 00:56:00-06,CA_ASOS
NFG,CAMP PENDLETON MCAS,33.301109999999994,-117.35515,24.0,1966-07-01 09:00:00-05,CA_ASOS
CRQ,CARLSBAD/PALOMAR,33.13,-117.28,100.0,1973-01-01 02:00:00-06,CA_ASOS
CIC,CHICO MUNICIPAL,39.795390000000005,-121.85842,73.0,1973-01-01 09:00:00-06,CA_ASOS
NID,CHINA LAKE (NAF),35.6855,-117.69200000000001,696.0,1948-01-01 02:00:00-06,CA_ASOS
CNO,CHINO AIRPORT,33.97528,-117.63611000000002,198.0,1981-08-01 10:00:00-05,CA_ASOS
O22,Columbia,38.0304,-120.4146,646.0,2010-02-23 00:15:00-06,CA_ASOS
CCR,Concord/Buchanan,37.991609999999994,-122.05263000000001,4.87477,1969-01-01 09:00:00-06,CA_ASOS
AJO,Corona,33.89765,-117.60243999999999,162.5,2006-10-01 03:56:00-05,CA_ASOS
CEC,Crescent City,41.7837,-124.238,19.5743,1949-11-01 02:00:00-06,CA_ASOS
EDW,EDWARDS AFB,34.90542,-117.88373999999999,702.0,1948-01-01 02:00:00-06,CA_ASOS
9L2,EDWARDS N-AUX   ,34.990809999999996,-117.86312,701.0,2005-08-01 02:56:00-05,CA_ASOS
NJK,EL CENTRO NAF,32.82917,-115.67166999999999,-17.0,1948-01-01 02:00:00-06,CA_ASOS
EMT,EL MONTE,34.086,-118.035,90.0,1985-06-01 09:00:00-05,CA_ASOS
EKA,EUREKA,40.8097,-124.1603,18.0,1948-01-01 06:00:00-06,CA_ASOS
L18,Fallbrook,33.3542,-117.2509,213.528,2014-02-06 09:55:00-06,CA_ASOS
FOT,Fortuna,40.5539,-124.1327,112.336,2011-09-22 11:35:00-05,CA_ASOS
FAT,FRESNO AIR TERMINAL,36.78,-119.7194,100.0,1949-09-01 03:00:00-05,CA_ASOS
FCH,Fresno - Chandler,36.7321,-119.8203,95.9209,1949-09-01 03:00:00-05,CA_ASOS
FUL,FULLERTON MUNICIPAL,33.87,-117.98,29.0,1973-01-01 08:00:00-06,CA_ASOS
GOO,Grass Valley,39.224000000000004,-121.0031,949.5139999999999,2011-09-22 11:35:00-05,CA_ASOS
HAF,Half Moon Bay,37.5136,-122.49958000000001,9.366769999999999,2010-02-01 02:15:00-06,CA_ASOS
HJO,Hanford,36.31139,-119.62317,76.3667,1998-05-01 02:53:00-05,CA_ASOS
HHR,HAWTHORNE MUNICIPAL,33.92284,-118.33519,19.0,1973-01-01 09:00:00-06,CA_ASOS
HWD,Hayward,37.65882,-122.12116999999999,8.88734,1973-01-01 02:00:00-06,CA_ASOS
CVH,Hollister,36.89335,-121.41027,70.1,1948-11-01 02:00:00-06,CA_ASOS
IPL,IMPERIAL,32.83422,-115.57874,-15.0,1973-01-01 02:00:00-06,CA_ASOS
NRS,IMPERIAL BEACH/REAM,32.56306,-117.11,7.0,1948-01-01 07:00:00-06,CA_ASOS
IYK,INYOKERN,35.65874,-117.82953,749.0,1973-08-01 11:00:00-05,CA_ASOS
JAQ,Jackson,38.3742,-120.7943,511.722,2016-05-22 00:55:00-05,CA_ASOS
WJF,LANCASTER/FOX FIELD,34.74106,-118.21864,715.0,1974-06-01 02:00:00-05,CA_ASOS
POC,LA VERNE/BRACKETT,34.09165,-117.78178,308.0,1981-08-01 10:00:00-05,CA_ASOS
WHP,LA / WHITEMAN   ,34.25933,-118.41343,306.0,2000-08-08 10:47:00-05,CA_ASOS
NLC,LEMOORE NAS/REEVES,36.333009999999994,-119.95208000000001,72.0,1961-07-01 04:00:00-05,CA_ASOS
LHM,Lincoln,38.90917,-121.35133,36.9,2009-01-01 02:10:00-06,CA_ASOS
LVK,Livermore,37.69307,-121.8149,117.814,1973-10-01 15:00:00-05,CA_ASOS
LPC,LOMPOC (AWOS),34.665620000000004,-120.4675,27.0,1992-05-01 02:00:00-05,CA_ASOS
LGB,LONG BEACH AIRPORT,33.81179,-118.14716000000001,12.0,1948-01-01 02:00:00-06,CA_ASOS
SLI,LOS ALAMITOS AAF,33.79,-118.052,11.0,1948-01-01 02:00:00-06,CA_ASOS
CQT,LOS ANGELES DOWNTOWN/USC,34.023540000000004,-118.29121,56.0,1999-07-01 02:52:00-05,CA_ASOS
LAX,LOS ANGELES INTL,33.938159999999996,-118.38653000000001,32.0,1948-01-01 02:00:00-06,CA_ASOS
MAE,Madera,36.98486,-120.11068999999999,76.4507,1998-10-01 02:53:00-05,CA_ASOS
MMH,MAMMOTH/JUNE LAKES,37.62406,-118.83875,2173.0,1984-04-01 10:00:00-06,CA_ASOS
RIV,MARCH AFB/RIVERSIDE,33.9,-117.25,469.0,1948-01-01 02:00:00-06,CA_ASOS
MYV,Marysville/Yuba County,39.10203,-121.56881000000001,16.997,1973-01-01 02:00:00-06,CA_ASOS
MHR,MATHER FIELD,38.55526,-121.29725,29.0,1948-01-01 02:00:00-06,CA_ASOS
MCE,Merced,37.28603,-120.51791999999999,45.5413,1983-10-01 11:05:00-05,CA_ASOS
MER,MERCED/CASTLE AF,37.38047,-120.56818999999999,57.0,1948-01-01 02:00:00-06,CA_ASOS
NKX,MIRAMAR NAS,32.864540000000005,-117.13661,128.0,1948-01-01 08:00:00-06,CA_ASOS
MOD,MODESTO CITY/SHAM,37.625820000000004,-120.95442,30.0,1973-01-01 08:00:00-06,CA_ASOS
NUQ,MOFFETT NAS/MTN VIE,37.40591,-122.04902,12.0,1948-01-01 02:00:00-06,CA_ASOS
MHV,MOJAVE,35.059,-118.152,849.0,1986-10-01 10:00:00-05,CA_ASOS
SIY,Montague/Siskiyou,41.773709999999994,-122.46821000000001,804.946,1950-01-01 02:00:00-06,CA_ASOS
MRY,Monterey Peninsula,36.59037,-121.8488,45.8595,1996-07-01 07:54:00-05,CA_ASOS
MHS,Mount Shasta City,41.31492,-122.3171,1080.77,1948-04-01 08:00:00-06,CA_ASOS
MWS,MOUNT WILSON,34.23333,-118.06667,1739.0,1973-01-01 06:00:00-06,CA_ASOS
F70,Murrieta,33.5742,-117.1285,409.44300000000004,2013-11-25 08:35:00-06,CA_ASOS
APC,Napa County,38.20746,-122.2804,7.965389999999999,1973-01-01 09:00:00-06,CA_ASOS
EED,NEEDLES AIRPORT,34.76635,-114.62328000000001,302.0,1948-11-01 02:00:00-06,CA_ASOS
3A6,NEWHALL,34.36667,-118.56667,427.0,1948-09-01 03:00:00-05,CA_ASOS
NZY,NORTH ISLAND NAS,32.69218,-117.20981,8.0,1948-01-01 02:00:00-06,CA_ASOS
DVO,Novato,38.143609999999995,-122.5561,1.0,2007-10-01 02:10:00-05,CA_ASOS
OAK,OAKLAND,37.72128,-122.22072,3.0,1948-01-01 02:00:00-06,CA_ASOS
L52,Oceano County,35.1015,-120.6224,5.0,,CA_ASOS
OKB,OCEANSIDE MUNICIPAL (WAS L32),33.22,-117.35,9.0,1983-12-01 23:00:00-06,CA_ASOS
ONT,ONTARIO INTL ARPT,34.056,-117.60118999999999,287.0,1949-11-01 12:00:00-06,CA_ASOS
OVE,OROVILLE,39.49,-121.62,58.0,1998-07-01 02:53:00-05,CA_ASOS
OXR,OXNARD,34.20081,-119.20721999999999,13.0,1953-01-01 09:00:00-06,CA_ASOS
GXA,Palmdale,34.56662,-117.67038000000001,923.0,2011-08-26 19:55:00-05,CA_ASOS
PMD,PALMDALE PRODUCTION,34.62939,-118.08455,774.0,1948-11-01 02:00:00-06,CA_ASOS
PSP,PALM SPRINGS RGNL,33.82967,-116.50668999999999,141.0,1973-01-01 02:00:00-06,CA_ASOS
PAO,PALO ALTO AIRPORT,37.46111,-122.11506000000001,2.0,1984-11-01 11:00:00-06,CA_ASOS
PRB,Paso Robles,35.66941,-120.62913,251.19,1948-11-01 02:00:00-06,CA_ASOS
O69,Petaluma,38.25778,-122.60533000000001,27.5,2011-05-04 07:35:00-05,CA_ASOS
PVF,Placerville,38.72422,-120.75333,788.0,2009-08-01 02:15:00-05,CA_ASOS
PTV,PORTERVILLE (AWOS),36.02961,-119.06273,135.0,1992-03-01 06:00:00-06,CA_ASOS
NTD,PT MUGU NAWS,34.12,-119.12,2.0,1948-01-01 02:00:00-06,CA_ASOS
RNM,RAMONA AIRPORT,33.03917,-116.91525,425.0,1999-01-01 00:12:00-06,CA_ASOS
RBL,RED BLUFF MUNICIPAL,40.1519,-122.2536,108.0,1948-01-01 02:00:00-06,CA_ASOS
RDD,REDDING MUNICIPAL,40.509,-122.29338999999999,153.0,1973-02-01 08:00:00-06,CA_ASOS
O32,Reedley,36.671,-119.45100000000001,118.204,,CA_ASOS
RAL,RIVERSIDE MUNICIPAL,33.95189,-117.44511000000001,249.0,1977-08-01 09:00:00-05,CA_ASOS
SAC,SACRAMENTO/EXECUTIV,38.5069,-121.495,8.0,1948-01-01 02:00:00-06,CA_ASOS
MCC,Sacramento McClellan,38.667,-121.4006,23.0,1948-01-01 02:00:00-06,CA_ASOS
SMF,SACRAMENTO METRO,38.69542,-121.59078000000001,7.0,1973-01-01 02:00:00-06,CA_ASOS
SNS,Salinas,36.66349,-121.60927,16.1444,1948-11-01 02:00:00-06,CA_ASOS
CPU,San Andreas,38.1461,-120.6482,405.21,,CA_ASOS
SBD,San Bernardino,34.09535,-117.23487,353.0,1948-01-01 02:00:00-06,CA_ASOS
SQL,SAN CARLOS AIRPORT,37.51192,-122.24826000000002,1.0,1983-07-01 16:00:00-05,CA_ASOS
NUC,SAN CLEMENTE (AWOS),33.02275,-118.58849,55.0,1952-05-01 02:00:00-05,CA_ASOS
SDB,SANDBURG (AUT),34.74338,-118.7253,1379.0,1948-01-01 02:00:00-06,CA_ASOS
SDM,SAN DIEGO/BROWN FLD,32.57,-116.98,160.0,1954-07-01 09:00:00-05,CA_ASOS
SEE,SAN DIEGO/GILLESPIE,32.82622,-116.97243999999999,117.0,1973-01-01 02:00:00-06,CA_ASOS
SAN,SAN DIEGO/LINDBERG,32.73392,-117.18449,9.0,1948-01-01 08:00:00-06,CA_ASOS
MYF,SAN DIEGO/MONTG,32.81572,-117.13958000000001,124.0,1973-01-01 06:00:00-06,CA_ASOS
SFO,SAN FRANCISCO INTL,37.618970000000004,-122.37489,5.0,1948-01-01 08:00:00-06,CA_ASOS
SJC,SAN JOSE INTL A,37.3594,-121.92442,17.0,1951-01-01 10:00:00-06,CA_ASOS
RHV,SAN JOSE/REID/HILLV,37.33,-121.82,41.0,1987-09-01 09:00:00-05,CA_ASOS
SBP,San Luis Obispo,35.23809,-120.64408,55.6028,1981-04-01 13:00:00-06,CA_ASOS
E16,San Martin,37.0816,-121.5968,86.0,2011-09-23 11:35:00-05,CA_ASOS
NSI,SAN NICOLAS ISLAND,33.23983,-119.45817,154.0,1948-01-01 10:00:00-06,CA_ASOS
SNA,SANTA ANA/JON-WAYNE,33.675670000000004,-117.86822,16.0,1968-01-01 08:00:00-06,CA_ASOS
SBA,SANTA BARBARA MUNI,34.426109999999994,-119.84361000000001,3.0,1948-11-01 02:00:00-06,CA_ASOS
SMX,SANTA MARIA PUBLIC,34.9,-120.45,73.0,1948-01-01 02:00:00-06,CA_ASOS
SMO,SANTA MONICA MUNI,34.021,-118.44708,53.0,1973-01-01 09:00:00-06,CA_ASOS
STS,Santa Rosa,38.50373,-122.81098,31.3469,1973-01-01 09:00:00-06,CA_ASOS
IZA,SANTA YNEZ,34.606809999999996,-120.07556000000001,205.0,1992-07-01 09:00:00-05,CA_ASOS
O87,SHELTER COVE,40.01667,-124.06667,21.0,1973-01-01 06:00:00-06,CA_ASOS
TVL,SOUTH LAKE TAHOE,38.893879999999996,-119.99533999999998,1909.0,1973-01-01 09:00:00-06,CA_ASOS
SCK,STOCKTON METRO,37.89417,-121.23831000000001,8.0,1948-11-01 08:00:00-06,CA_ASOS
SVE,Susanville,40.3757,-120.5727,1260.84,1983-12-01 06:00:00-06,CA_ASOS
TSP,Tehachapi,35.135,-118.43921999999999,1219.5,2010-01-01 02:15:00-06,CA_ASOS
TRM,THERMAL AIRPORT,33.626670000000004,-116.15966999999999,-37.0,1950-06-01 02:00:00-05,CA_ASOS
TOA,TORRANCE MUNICIPAL,33.80339,-118.33961000000001,31.0,1953-06-01 11:00:00-05,CA_ASOS
SUU,TRAVIS AFB/FAIRFLD,38.26267,-121.9275,19.0,1948-01-01 02:00:00-06,CA_ASOS
O86,Trinity Center,40.9828,-122.6937,729.635,2012-03-03 07:30:00-06,CA_ASOS
TRK,TRUCKEE-TAHOE,39.320040000000006,-120.13956,1798.0,1973-01-01 10:00:00-06,CA_ASOS
NXP,TWENTYNINE PALMS,34.296170000000004,-116.16216999999999,626.0,1978-11-01 02:00:00-06,CA_ASOS
UKI,Ukiah,39.1258,-123.2008,184.984,1949-10-01 02:00:00-06,CA_ASOS
EDU,University,38.5315,-121.7865,21.0,2010-08-26 16:00:00-05,CA_ASOS
BAN,Usmc Mtn Warfare Tra,38.363609999999994,-119.52,2067.0,2010-02-23 00:56:00-06,CA_ASOS
VCB,VACAVILLE (WAS O45),38.3775,-121.9575,34.0,1998-11-01 02:53:00-06,CA_ASOS
VBG,VANDENBERG AFB,34.72967,-120.57683,112.0,1951-08-01 09:00:00-05,CA_ASOS
VNY,VAN NUYS AIRPORT,34.209720000000004,-118.48917,244.0,1948-05-01 03:00:00-05,CA_ASOS
VCV,VICTORVILLE,34.59747,-117.383,876.0,1948-04-01 02:00:00-06,CA_ASOS
VIS,VISALIA MUNI (AWOS),36.318670000000004,-119.39289,89.0,1973-02-01 10:00:00-06,CA_ASOS
WVI,Watsonville,36.93936,-121.78998,49.7,1998-08-01 09:21:00-05,CA_ASOS
O54,Weaverville,40.7473,-122.9223,716.0,2010-11-01 02:15:00-05,CA_ASOS
AFF,AIR FORCE ACADEMY,38.96972,-104.81283,2003.0,1967-12-01 09:00:00-06,CO_ASOS
AKO,AKRON/WASHINGTON CO,40.17563,-103.22203,1431.0,1948-01-01 01:00:00-06,CO_ASOS
ALS,ALAMOSA MUNI(AWOS),37.43889,-105.86138999999999,2299.0,1948-01-01 07:00:00-06,CO_ASOS
ASE,ASPEN/SARDY FIELD,39.22317,-106.86886000000001,2382.0,1973-01-01 01:00:00-06,CO_ASOS
0CO,Berthoud Pass,39.79388,-105.7639,3792.0,2006-10-01 01:33:00-05,CO_ASOS
BDU,Boulder,40.039429999999996,-105.22582,1612.0,2010-06-14 12:01:00-05,CO_ASOS
BJC,BROOMFIELD/JEFFCO,39.908809999999995,-105.11719,1724.0,1981-08-01 10:00:00-05,CO_ASOS
BKF,BUCKLEY ANGB/DENVER,39.70167,-104.75166999999999,1726.0,1948-01-01 05:00:00-06,CO_ASOS
AEJ,BUENA VISTA     ,38.81416,-106.12069,2422.0,2010-04-06 10:35:00-05,CO_ASOS
ITR,BURLINGTON,39.2425,-102.28539,1285.0,1997-05-01 01:53:00-05,CO_ASOS
1V6,Canon City ,38.428000000000004,-105.1058,1645.15,2013-07-02 08:30:00-05,CO_ASOS
CWN,Cheyenne Mountain,38.75,-104.85,2227.65,2013-11-26 13:56:00-06,CO_ASOS
COS,COLORADO SPRINGS,38.80581,-104.70078000000001,1881.0,1948-01-01 01:00:00-06,CO_ASOS
CEZ,CORTEZ/MONTEZUMA CO,37.303000000000004,-108.62806,1803.0,1973-01-01 09:00:00-06,CO_ASOS
7BM,COTTONWOOD PASS ,38.7825,-106.21806000000001,2995.0,2005-06-01 01:32:00-05,CO_ASOS
CAG,CRAIG-MOFFAT(AMOS),40.49522,-107.52165,1915.0,1977-09-01 01:00:00-05,CO_ASOS
RCV,Del Norte,37.7138,-106.352,2411.79,2014-11-06 08:50:00-06,CO_ASOS
AJZ,Delta,38.78642,-108.06361000000001,1572.59,2012-02-10 08:15:00-06,CO_ASOS
APA,DENVER/CENTENNIAL,39.57,-104.85,1793.0,1981-08-01 10:00:00-05,CO_ASOS
DEN,DENVER INTNL ARPT,39.8328,-104.6575,1656.0,1996-07-01 02:53:00-05,CO_ASOS
DRO,DURANGO/LA PLATA CO,37.15152,-107.75376999999999,2038.0,1972-12-31 19:00:00-06,CO_ASOS
EGE,EAGLE CO. REGIONAL,39.642559999999996,-106.91769,1993.0,1948-01-01 02:00:00-06,CO_ASOS
ABH,ELLICOTT-B AFA  ,38.7578,-104.3083,1840.0,2007-11-01 01:01:00-05,CO_ASOS
EIK,Erie,40.01023,-105.04798000000001,1563.6,2010-03-04 10:15:00-06,CO_ASOS
FCS,FORT CARSON/BUTTS,38.67839,-104.75657,1789.0,1966-10-01 08:00:00-05,CO_ASOS
FNL,FORT COLLINS (AWOS),40.45183,-105.01133999999999,1529.0,1986-05-01 08:00:00-05,CO_ASOS
FMM,Fort Morgan,40.334,-103.8041,1376.01,2012-07-26 15:55:00-05,CO_ASOS
FTG,Front Range,39.78525,-104.54314000000001,1680.1,2006-11-01 09:00:00-06,CO_ASOS
GNB,Granby,40.0904,-105.9113,2501.84,2002-04-01 01:09:00-06,CO_ASOS
GJT,GRAND JUNCTION,39.134170000000005,-108.54,1475.0,1948-01-01 07:00:00-06,CO_ASOS
GXY,GREELEY/WELD (AWOS),40.43742,-104.63322,1420.0,1988-02-01 08:00:00-06,CO_ASOS
GUC,GUNNISON CO. (AWOS),38.53394,-106.93303,2339.0,1973-01-01 07:00:00-06,CO_ASOS
HDN,HAYDEN/YAMPA (AWOS),40.48,-107.22,2012.0,1973-01-01 09:00:00-06,CO_ASOS
HEQ,Holyoke,40.5694,-102.2727,1137.0,1950-12-01 01:00:00-06,CO_ASOS
20V,KREMMLING,40.05368,-106.36895,2259.0,2003-09-01 01:12:00-05,CO_ASOS
LHX,LA JUNTA MUNICIPAL,38.049440000000004,-103.51222,1292.0,1948-01-01 02:00:00-06,CO_ASOS
LAA,LAMAR,38.07,-102.68806,1103.0,1995-12-01 01:00:00-06,CO_ASOS
VTP,LA VETA PASS (CDOT),37.500659999999996,-105.16683,3114.0,2001-09-01 01:20:00-05,CO_ASOS
LXV,LEADVILLE/LAKE CO.,39.22806,-106.31611000000001,3026.0,1948-03-01 08:00:00-06,CO_ASOS
LIC,LIMON MUNICIPAL,39.27478,-103.66586,1635.0,1973-01-01 02:00:00-06,CO_ASOS
LMO,LONGMONT/VBRAND ,40.16367,-105.16304,1541.0,2011-04-18 12:53:00-05,CO_ASOS
FLY,Meadow Lake,38.9457,-104.5699,2082.0,2011-01-17 14:14:00-06,CO_ASOS
EEO,MEEKER,40.0488,-107.88592,1957.0,1978-12-01 21:00:00-06,CO_ASOS
MYP,MONARCH PASS (CDOT),38.484,-106.31683000000001,3667.0,2001-09-01 01:17:00-05,CO_ASOS
MTJ,MONTROSE CO. ARPT,38.505,-107.8975,1755.0,1973-01-01 01:00:00-06,CO_ASOS
MNH,MONUMENT/ELBERT (CDOT),39.22314,-104.64224,2152.0,2001-09-01 01:16:00-05,CO_ASOS
3MW,MT WERNER SBS,40.45,-106.75,3241.0,2005-04-01 01:10:00-06,CO_ASOS
AIB,Nucla,38.23875,-108.56326999999999,1810.15,2012-12-07 10:35:00-06,CO_ASOS
PSO,Pagosa Springs,37.28625,-107.056,2336.0,2009-10-01 14:55:00-05,CO_ASOS
PUB,PUEBLO MEMORIAL(AW),38.29,-104.49833000000001,1439.0,1948-01-01 01:00:00-06,CO_ASOS
4V0,Rangely,40.0956,-108.7593,1605.03,2016-05-22 12:55:00-05,CO_ASOS
CCU,RED CLIFF PASS (CDOT),39.475,-106.15299999999999,3680.0,2001-10-01 01:16:00-05,CO_ASOS
RIL,RIFLE/GARFIELD RGNL,39.526309999999995,-107.72693999999998,1691.0,1987-07-01 16:00:00-05,CO_ASOS
04V,SAGUACHE MUNI,38.1,-106.17,2385.0,2004-10-01 01:13:00-05,CO_ASOS
